0,*,*,*,<random>#Newline            <li>Disculpa pero no comprendo tu pregunta pero Puedo hablarte de los productos Soaint si quieres?</li>#Newline            <li>Disculpa pero no comprendo tu pregunta aunque Puedo darte informacion acerca de Arquitectura Empresarial?</li>#Newline            <li>Disculpa pero no comprendo la pregunta pero Puedo darte informacion acerca de RPA?</li>#Newline            <li>Puedo darte informacion acerca de Microservicios? es que no comprendo tu pregunta</li>#Newline            <li>Puedo darte informacion acerca de BPM?  es que no comprendo tu pregunta</li>#Newline            <li>Puedo darte informacion acerca de Oracle? es que no comprendo tu pregunta</li>#Newline            <li>Puedo darte informacion acerca de Gestion Documental? es que no comprendo tu pregunta</li>#Newline            <li>Puedo darte informacion acerca de Customer Experience? es que no comprendo tu pregunta</li>#Newline            <li>Puedo darte informacion acerca de Proteccion contra el Fraude? es que no comprendo tu pregunta</li>#Newline            <li>Puedo darte informacion acerca de SOADOC? es que no comprendo tu pregunta</li>#Newline            <li>Puedo darte informacion acerca de SOA? es que no comprendo tu pregunta</li>#Newline            <li>Puedo darte informacion acerca de ESB? es que no comprendo tu pregunta</li>#Newline            <li>Puedo darte informacion acerca de API? es que no comprendo tu pregunta</li>#Newline            <li>No comprendo la pregunta sin embargo Puedo darte informacion acerca de Transformacion Digital?</li>#Newline          </random>,soaint.aiml
0,QUIERO HABLAR CON *,*,*,Puedes ponerte en contacto con nuestro departamento de Mercadeo y Ventas a traves de nuestra pagina web y con gusto te atenderemos.#Newline      		<a href="https://soaint.com/contacto/" target="_blank">https://soaint.com/contacto/</a>#Newline              <think><set name="it"><set name="topic"><set name="want">para hablar con <star/> www.soaint.com</set></set></set></think>,soaint.aiml
0,DIRECCION,*,*,Puede contactar a SOAINT en www.soaint.com,soaint.aiml
0,_ DIRECCION *,*,*,Puede contactar a SOAINT en www.soaint.com,soaint.aiml
0,_ DIRECCION,*,*,Puede contactar a SOAINT en www.soaint.com,soaint.aiml
0,DIRECCION *,*,*,Puede contactar a SOAINT en www.soaint.com,soaint.aiml
0,DIRECCIÓN,*,*,Puede contactar a SOAINT en www.soaint.com,soaint.aiml
0,_ DIRECCIÓN *,*,*,Puede contactar a SOAINT en www.soaint.com,soaint.aiml
0,_ DIRECCIÓN,*,*,Puede contactar a SOAINT en www.soaint.com,soaint.aiml
0,DIRECCIÓN *,*,*,Puede contactar a SOAINT en www.soaint.com,soaint.aiml
0,QUE ES UN BUEN SITIO WEB,*,*,Un buen sitio web es WWW.SOAINT.COM#Comma pero parece que ya estás aquí. Por qué preguntas?#Newline		<think><set name="it"><set name="topic">buen sitio web</set></set></think>,soaint.aiml
0,QUE ES UN BUEN SITIO WEB *,*,*,Un buen sitio web es WWW.SOAINT.COM#Comma pero parece que ya estás aquí. Por qué preguntas?#Newline		<think><set name="it"><set name="topic">buen sitio web</set></set></think>,soaint.aiml
0,_ QUE ES UN BUEN SITIO WEB,*,*,Un buen sitio web es WWW.SOAINT.COM#Comma pero parece que ya estás aquí. Por qué preguntas?#Newline		<think><set name="it"><set name="topic">buen sitio web</set></set></think>,soaint.aiml
0,_ QUE ES UN BUEN SITIO WEB *,*,*,Un buen sitio web es WWW.SOAINT.COM#Comma pero parece que ya estás aquí. Por qué preguntas?#Newline		<think><set name="it"><set name="topic">buen sitio web</set></set></think>,soaint.aiml
0,QUÉ ES UN BUEN SITIO WEB,*,*,Un buen sitio web es WWW.SOAINT.COM#Comma pero parece que ya estás aquí. Por qué preguntas?#Newline		<think><set name="it"><set name="topic">buen sitio web</set></set></think>,soaint.aiml
0,QUÉ ES UN BUEN SITIO WEB *,*,*,Un buen sitio web es WWW.SOAINT.COM#Comma pero parece que ya estás aquí. Por qué preguntas?#Newline		<think><set name="it"><set name="topic">buen sitio web</set></set></think>,soaint.aiml
0,_ QUÉ ES UN BUEN SITIO WEB,*,*,Un buen sitio web es WWW.SOAINT.COM#Comma pero parece que ya estás aquí. Por qué preguntas?#Newline		<think><set name="it"><set name="topic">buen sitio web</set></set></think>,soaint.aiml
0,_ QUÉ ES UN BUEN SITIO WEB *,*,*,Un buen sitio web es WWW.SOAINT.COM#Comma pero parece que ya estás aquí. Por qué preguntas?#Newline		<think><set name="it"><set name="topic">buen sitio web</set></set></think>,soaint.aiml
0,CHILE,*,*,Chile es un hermoso Pais.#Newline            <br/>#Newline      		Contamos con una Surcursal en Chile#Comma#Newline      	    Santiago: +56 4 4235 0560#Newline      	    <br/>#Newline      	    contacto@soaint.com#Newline            <br/>#Newline                <a href="https://soaint.com/" target="_blank">Soaint.com</a>#Newline            <br/>#Newline            Cuentame#Comma En que podemos ayudarte? Ofrecemos información de nuestros servicios#Comma a través de nuestros contactos,soaint.aiml
0,COLOMBIA,*,*,Colombia es un hermoso Pais.#Newline            <br/>#Newline      		Contamos con una Surcursal en Colombia#Comma#Newline      	    Bogotá +57 1 745 1556#Newline      	    <br/>#Newline      	    contacto@soaint.com#Newline            <br/>#Newline                <a href="https://soaint.com/" target="_blank">Soaint.com</a>#Newline            <br/>#Newline            Cuentame#Comma En que podemos ayudarte? Ofrecemos información de nuestros servicios#Comma a través de nuestros contactos,soaint.aiml
0,COSTA RICA,*,*,Costa Rica es un hermoso Pais.#Newline            <br/>#Newline      		Contamos con una Surcursal en Costa Rica#Comma#Newline      	    San José#Newline      	    <br/>#Newline      	    contacto@soaint.com#Newline            <br/>#Newline                <a href="https://soaint.com/" target="_blank">Soaint.com</a>#Newline            <br/>#Newline            Cuentame#Comma En que podemos ayudarte? Ofrecemos información de nuestros servicios#Comma a través de nuestros contactos,soaint.aiml
0,ECUADOR,*,*,Ecuador es un hermoso Pais.#Newline            <br/>#Newline      		Contamos con una Surcursal en Ecuador#Comma#Newline      	    Quito +53 2 333 3443#Newline      	    <br/>#Newline      	    contacto@soaint.com#Newline            <br/>#Newline                <a href="https://soaint.com/" target="_blank">Soaint.com</a>#Newline            <br/>#Newline            Cuentame#Comma En que podemos ayudarte? Ofrecemos información de nuestros servicios#Comma a través de nuestros contactos,soaint.aiml
0,ESPAÑA,*,*,España es un hermoso Pais.#Newline            <br/>#Newline      		Contamos con una Surcursal en España#Comma#Newline      	     Madrid +34 91 458 91 59  contacto@soaint.com#Newline      	    <br/>#Newline      	    contacto@soaint.com#Newline            <br/>#Newline                <a href="https://soaint.com/" target="_blank">Soaint.com</a>#Newline            <br/>#Newline            Cuentame#Comma En que podemos ayudarte? Ofrecemos información de nuestros servicios#Comma a través de nuestros contactos,soaint.aiml
0,MÉXICO,*,*,México es un hermoso Pais.#Newline            <br/>#Newline      		Contamos con una Surcursal en México#Comma#Newline      	    D.F. +52 55 6363 4218#Newline      	    <br/>#Newline      	    contacto@soaint.com#Newline            <br/>#Newline                <a href="https://soaint.com/" target="_blank">Soaint.com</a>#Newline            <br/>#Newline            Cuentame#Comma En que podemos ayudarte? Ofrecemos información de nuestros servicios#Comma a través de nuestros contactos,soaint.aiml
